Nombre del estudio,Dirección,Barrio,Teléfono,Email,Instagram,Seguidores,Puntaje x reserñas,Web,Fabricantes Ref,Diseño,App,Opiniones,Presentación,Servicios adicionales,Horario,Código Plus,Fuente de datos,Fecha de recolección,Observacciones,
KS Estudio Pilates,"Av. Olazábal 4816, C1431 Cdad. Autónoma de Buenos Aires",Villa Urquiza,111556688738,,https://www.instagram.com/reel/C-EVmHePwNl/,,"5,0x17",,-,,,"Hace un mes:Las clases de kari son un 10! Si estas buscando un lugar para hacer pilates es acá. Hace 4 meses Recomiendo las clases de Kari, además de ser una excelente persona, su profesionalismo en cada ejercicio y su dedicación a cada alumna son excelentes.",-,,Lunes a viernes de 8 a. m.–8 p. m,,"Google maps, Ig",20-07-25,,
Pilates MEP,"Av. Monroe 5263 C1004, Buenos Aires",Villa Urquiza,,,https://www.instagram.com/meppilates/?hl=es#,1434,"4,7x26",,-,"Básico, paleta de colores malva mat, naranja – deslizantes. Reformer nagro y verde.",,Hace 6 meses: Las mejores clases de pilates! Muy profesional y divertido. El equipamiento es super completo. Uso y recomiendo!,-,"Clase de esferodinamia, Depilación definitiva soprano ice, stretching, Clases de aéreo pilates!","Lunes: 8:00–21:00, martes: 8:00–11:00, 17:00–21:00, miércoles: 8:00–21:00, jueves: 8:00–11:00, 17:00–21:00, viernes: 8:00–12:00, 16:00–20:00, sábado: 9:00–12:00",-,"Google maps, IG",21-07-25,,
Kairos Pilates y Yoga,"La Pampa 5097, C1431 Villa Urquiza, Cdad. Autónoma de Buenos Aires",Villa Urquiza,111570642564,,https://www.instagram.com/kairos.urquiza,296,"5,0x3",,-,"Paletas de colores rosa, turquesa, pastel. Diseño atractivo.",,,,Yoga,"Lunes a viernes, de 8:00 am a 11:00 y de 17 a 21:00",,"Google maps, IG",21-07-25,,
Rincon del Alma Pilates,"4ª-56, Av. Triunvirato 4135, C1431FBE Buenos Aires",Villa Urquiza,1161813938,,https://www.instagram.com/rincon_del_alma_pilates/#,566,"4,7x34",https://www.rincondelalma.com.ar/,P&P,"Local armonioso, tonalidades rojas, naranjas, Instagran tonalidades verdes paletas.",,"Hace 4 meses: Excelente lugar, Trabajas todos los musculos del cuerpo. Laura una genia, muy recomendable. 3 semanas atrás. nuevosUn espacio hermoso, con profes súper atentas y dedicadas. Las clases con Lau son de las mejores que tomé, siempre distintas, siempre con una sonrisa y sobre todo con muchísima atención y registro del cuerpo",-,,"De Lunes a viernes 8 a. m.–9 p. m. sábado, 9 a. m.–12 p. m.",,"Google maps, IG",21-07-25,,
BB. estudio,"Av Olazabal 4810 timbre ""Belén Bottaro, Av. Olazábal 4810 timbre ""A, C1431 Cdad. Autónoma de Buenos Aires",Villa Urquiza,66934552,,https://www.instagram.com/bb.estudio_?igshid=OGQ5ZDc2ODk2ZA%3D%3D#,6541,"5,0x138",,-,,,"Hace 2 meses: Arranqué hace unos meses, por sugerencia de traumatólogo. Mi diagnóstico ""artrosis de cadera"", sugiriendo reemplazo de la misma. Pero gracias a estas clases de streching y pilates fusion, la mejoría fue notable. Luego la intervención se retrasará un tiempo. GRACIAS GRACIAS PROFES!! 3 semanas atrás. nuevos: Empecé hace poco, me encanta, sobretodo las clases de Mica, tiene una vibra hermosa, todas la tienen. Muy lindo lugar para llenarse de energía.","Sabías cual es una de las características de bb.estudio? Todas las profes somos bailarinas con una amplia formación en movimiento. Nos encanta compartirlo con vos y que logres tu mejor versión. No esperes más y empezá hoy mismo a ganar fuerza y elasticidad de una manera distinta comentá ""quiero""","Fit+ Dance, stretching fusión, pilates +barre","De lunes a viernes , 9 a. m.–8 p. m. sábado, 10–11 a. m.",-,"Google maps, IG",,"Clases en Villa Urquiza y Colegiales. Creando equilibrio y bienestar a través de la FUSIÓN de danza, yoga,pilates y stretching. No tienen reformer.",
Linda para vos - Pilates & Spa,"C1430DUI, Mariano Acha 1791, C1430DUI Cdad. Autónoma de Buenos Aires",Villa Urquiza,111569204130,,https://www.instagram.com/lindaparavos/#,1003,"5,0x137",,-,Básico. Tonalidades rosas en Instagram,,"Hace 3 meses: Yo tengo como profes a Cintia y Dani unas genias totales, clases activas con diversión asegurada , relajación y un fuerte aplauso por su buena onda de siempre. Hace 3 meses:Ya voy hace más de un año. El espacio está muy cuidado y las profes unas genias! Super recomendable.",-,Estética corporal,-,-,"Google maps, IG",21-07-25,,
Pilates Bren,"Cullen 5209, C1431 Cdad. Autónoma de Buenos Aires",Villa Urquiza,111554104923,,https://www.instagram.com/pilatesbren/?hl=es#,2488,"4,6x47",,-,"Tonalidades verdes y negro en Instagram. Local ambiente naturalista, pelotas grises y verdes, pintura de hojas en la pared.",,"Hace un año: No recomiendo este espacio. Te ofrecen poder recuperar clases dentro del mes, pero es casi imposible encontrar lugar. El trato es muy condescendiente. La comunicación es bastante extraña, me enteré que el espacio cambiaba de lugar por mis compañeras de clase. Pongo 2 estrellas porque las profes son buena onda y súper puntuales. Hace 2 años Las profes excelentes, la administración y atención al cliente pésimas. No te explican al entrar ni como funciona la app ni que las clases que cancelas vos o por feriados se deben recuperar dentro del mes sino las perdés. Una locura teniendo en cuenta la poca disponibilidad de horarios.",Estudio Integral de Pilates,,"De Lunes a viernes , 8 a. m.–9 p. m. Sábado, 8 a. m.–1 p. m.",,"Google maps, IG",21-07-25,Pilates para embarazadas,
Pilates Marina,"Av. Triunvirato 4389, C1431 Cdad. Autónoma de Buenos Aires",Villa Urquiza,1159910464,,https://www.instagram.com/marina.studiopilates/?hl=es#,1920,"5,0x27",,-,,,"Hace 2 años. La instructora es lo más. Me encantan las clases, super dinámicas, la música a gusto de los alumnos. Un ambiente relajado y hermoso. Me hace muy bien. Recomendable 100% Hace un año: Súper recomendable! Marina es una genia, se nota su dedicación y está súper atenta a cada uno de los alumnos. Sin dudas recomiendo sus clases!",-,Instructora Pilates Mat y Reformer Embarazo y Pilates RPH Reeducación Postural Hipopresivo Esferodinamia y esferokinesis,"Lunes, martes, jueves y viernes de 8 a. m.–9 p. m. miércoles, 8:30 a. m.–9 p. m. sábado, 9 a. m.–2 p. m.",,"Google maps, IG",21-07-25,,
Sol Azteca Pilates,"Miller 2345, C1431CGH Cdad. Autónoma de Buenos Aires",Villa Urquiza,1160382475,,https://www.instagram.com/studiosolazteca/#,1077,"5,0x5",,P&P,,,"Hace 2 años: Muy lindo lugar para hacer pilates. La profe Mariana es buenisima , disfruto mucho las clases.Hace 10 meses: Hermoso lugar para hacer pilates",-,,"Lunes y miércoles , 7 a. m.–10 p. m. Martes y jueves de 8 a. m.–9 p. m. viernes, 8 a. m.–8 p. m.",-,"Google maps, IG",21-07-25,,
Imperio Pilates Studio,"Monroe 3879, C1430 Cdad. Autónoma de Buenos Aires",Villa Urquiza,1170651521,,https://www.instagram.com/imperiopilates.studio/,778,"4,9x37",,-,,,"Hace 6 meses Mi studio de pilates favoritoo, las clases son súper personalizadas y el ambiente es hermoso! Hace 5 meses: Excelente ambiente y muy ideal para ponerte en forma de una manera diferente, la atención perfecta de parte de las instructoras, muy profesionales y amables, hagan pilates que les cambiará la vida!",-,,"De Lunes a viernes de 7 a. m.–7 p. m. Sábado, 9 a. m.–12 p. m.",,"Google maps, IG",21-07-25,,
Fémina Estudio,"Monroe 4421, C1431 Cdad. Autónoma de Buenos Aires",Villa Urquiza,1158662401,,https://www.instagram.com/feminaestudio_/?hl=es#,5738,"5,0x79",,-,"Tonalidades verdes, reformes torres,",,"2 semanas atrás:Mejor pilates de villa urquiza. Muy buenas clases! Ayi es lo más y agus también. Clases dinámicas y entretenidas Hace 5 meses: Las clases son super dinámicas, Ayi una dulce, siempre atenta a las alumnas. Me encanta Femina. La app por la que se maneja el sistema de turnos también es flexible y permite una autogestión muy buena!",-,"Elongación, Masajes, Estética, Depi. Láser y Cosmiatría.","De lunes a viernes , 8 a. m.–8 p. m. sábado, 8 a. m.–12 p. m.",,"Google maps, ig",21-07-25,,
Arte Pilates,"C. Pacheco 3006, C1431FJL Cdad. Autónoma de Buenos Aires",Villa Urquiza,1145415763,,https://www.instagram.com/artepilatesar/#,501,"4,6x15",,-,"Básico. Pared amarilla, pelotas rojas y azules.",,"""Las profes son muy calidas y las clases son bien variadas.""Fui a una clase de prueba y no me gustó.""",Escuela de pilates reformer. Union de cuerpo fisico y mental,,"De Lunes a viernes, 8 a. m.–9 p. m. sábado, 8 a. m.–1 p. m.",,"Google maps, IG",21-07-25,Ofrecen instructorado.,
Casa Amarilla Pilates y masajes,"Miller 3151, C1430 Cdad. Autónoma de Buenos Aires",Villa urquiza,2291573995,,https://www.instagram.com/espaciocasa.amarilla?igsh=MzJlY2J2Y2ZvOW81,395,"5,0x20",,-,,,"2 semanas atrás:Hermoso espacio. Las clases están buenisimas, los profes son lo más. Los masajes son los mejores que recibí. Hace 2 meses:Un lugar hermoso e iluminado, el masaje recomendadísimo. Y Luna la dueña un amor",,,"Lunes, miércoles y viernes.",-,"Google maps, Ig",21-07-25,Taller de plantas,
El Atelier Pilates,"Mariano Acha 3168, C1430 Cdad. Autónoma de Buenos Aires",Villa Urquiza,111541947590,cámara ,https://www.instagram.com/elatelierpilates/?hl=es-la#,824,"4,8x28",,-,"Diseño básico, tonalidades azul, deslizantes verdes y azules,",,"Hace un año: Comparto mi experiencia en este lugar ya que fue muy buena. Profesores muy atentos a los movimientos que realizamos, interviniendo en caso de ser necesario. Enfocados en que aprendamos las respiraciones y en cómo hacer el ejercicio. Hace un año:Sigo a Sabrina hace casi 8 años. Rutinas pensadas, posturas cuidadas, atenta a la respiración y a las aptitudes físicas de cada uno. Siempre me sentí cómoda, en un ambiente muy humano.",-,,"De lunes a viernes 8 a. m.–9 p. m. Sábado, 8 a. m.–12 p. m",,"Google maps, IG",22-07-25,,
Nuevo Pilates Urquiza,"Av. Congreso 4613, C1431AAB Cdad. Autónoma de Buenos Aires",Villa Urquiza,1131117074,,https://www.instagram.com/nuevopilatesurquiza/?hl=es#,990,"5,0x37",,-,"Básico , local nuevo. pelotas azules,",,"""Muy buena atención, por ahora tuve la primer clase de prueba y todo excelente.""",-,Masajes,"De lunes a viernes 8 a. m.–1 p. m., 4–9 p. m. Sábado, 9 a. m.–1 p. m.",,"Google maps, Ig",22-07-25,,
PILATES VALMA,"Galván 2844, C1431 Cdad. Autónoma de Buenos Aires",Villa Urquiza,1165913310,,https://www.instagram.com/pilatesvalma/,193,"5,0x6",,-,,,"2 semanas atrásnuevos Un lugar espectacular para conectarse con el cuerpo. Espacioso, limpio, cómodo y bien equipado. Juan, el instructor de la tarde, un capo, siempre con buena onda. Súper recomendable","Transforma tu cuerpo y mente en nuestro centro de Pilates. Con dedicación personal y atención en cada detalle te ayudarán a alcanzar, tu mejor versión.",,"De Lunes a viernes de 8 a. m.–9 p. m. Sábado, 9 a. m.–1 p. m",,"Google maps, IG",22-07-25,,
Colmao de Pilates,"Av. Triunvirato 4388, C1431FBT Cdad. Autónoma de Buenos Aires",Villa Urquiza,111560395252,,https://instagram.com/colmaodepilates,1227,"4,7x15",,Idepil.com,,,"2 semanas atrásNueva. Muy buen lugar! Lo recomiendo especialmente, ya que prestan mucha atención a cada alumna y eso no sucede en todos los lugares",,,"De lunes a viernes de 8 a. m.–10 p. m. Sábado, 9 a. m.–12 p. m",,"google maps, IG",22-07-25,,
Plena Estudio de Danzas y Pilates,"C. Pacheco 2251, C1431FII Cdad. Autónoma de Buenos Aires",Villa Urquiza,1161617443,,https://www.instagram.com/plenaestudio/?hl=es-la#,1037,"4,0x5",http://plenafitness.blogspot.com/,,Básico,,"Editado Hace un año:Pésimo todo! De pilates no tiene nada el lugar, encima la poca comprensión y empatía ante un problema. Cero recomendable. Hace 8 añosLas profes son divinas y la calidad de sus clases excelente en todas las disciplinas!",-,Danza,Lunes a viernes de 6–9 p. m.,,"Google maps, IG",22-07-25,,
Feel Good,"C. Dr. Pedro I. Rivera 5219, C1431BVO Cdad. Autónoma de Buenos Aires",Villa Urquiza,1135313014,,https://www.instagram.com/feel.good.pilatess/#,1500,"4,7x68",http://www.feelgood.com.ar/,FOX,"Amplio, con variedad de equipos. Tonalidades rojo- pelotas y negro. Instagram naranja y negro.",,,"4 semanas atrásEs un hermoso lugar, la profe me escucha y me cambia los ejercicios en base a mis limitaciones y dolencias. No es fácil de encontrar eso en pilates, lo super recomiendo! Hace 5 meses Lugar que tienen en cuenta tus dolencias y limitaciones para no lastimarte :)",-,Pilates Reformer – Pilates Springboard – Pilates Circuito – Stretching – Pilates Barre – Barre A Terre,,"Google maps, web, IG",22-07-25,"Reformer marca Fox ccompañia de fitness. Piden: Recordá traer el apto médico es obligatorio, para hacer actividad física.",
Pilates Muta,"Nuñez 4700, C1431 Cdad. Autónoma de Buenos Aires",Villa Urquiza,1136709030,,https://instagram.com/mutapilates,1720,"4,9x61",,P&P,"Paleta de colores rojos – deslizantes, grises – pelotas. Tiene patio el local.",,,"Hace 3 mesesMuta es un espacio hermoso y cómodo para entrenar. Las clases son en grupos reducidos y Lu explica todo de forma detallada y paciente. Siempre está mirando que estés haciendo los ejercicios de forma correcta y hace un seguimiento personalizado de tu proceso. Sin lugar a dudas, el mejor lugar para hacer pilates!",,,,"Google maps, IG",23-07-25,,
Claudia Pilates y Kobido,"Mariano Acha 3660, C1430 Cdad. Autónoma de Buenos Aires",Saavedra,1161663421,,https://www.instagram.com/claumatpilates/#,190,"4,9x10",,,-,,,"Hace 2 meses. Claudia es una excelente profesional y persona. Comencé con ella hace un tiempo y estoy súper contenta, brinda clases personalizadas y te ayuda a realizar los ejercicios correctos para modelar el cuerpo y corregir la postura. Se adapta a los objetivos de cada uno. Hace 2 meses Excelente espacio para hacer Pilates personalizado. La profe Claudia una maravillosa persona","yoga, Zumba ","De lunes a viernes, 8 a. m.–8 p. m.",,"Google maps, IG",23-07-25,,
Roma Pilates & Coffee,"Crisólogo Larralde 3532, C1430 Cdad. Autónoma de Buenos Aires",Saavedra,1127990782,,https://www.instagram.com/roma.pilates.cafe,651,"4,9x92",,APC,"Básico. Reformer, pelotas verdes, pesas rojas.",,,Hace 6 meses. Personalmente fui por los pilates. Cosa que para mí es una maravilla ¿Y que me lo sumen con un rico café de calidad? Una combinación buenísima. 10/10.,café,"De lunes a viernes de 8 a. m.–9 p. m. sábado, 8 a. m.–8 p. m.",,"Google maps, IG",24-07-25,Es un Café,
Hono Studio,"Av. Cabildo 3970, C1429AAX Cdad. Autónoma de Buenos Aires",Saavedra,,,https://www.instagram.com/honostudio.ba,,"5,0x13",,,-,,,"2 semanas atrás. Nueva Excelente experiencia. El lugar, la clase de pilates, todo es de excelencia. Hice la clase con la profe Caro y me encantó. Super atenta, clase muy dinamica y ejercite todo el cuerpo. El studio es precioso, se nota el buen gusto y dedicación en cada detalle. Lo recomiendo.",,,,"Google maps, IG",27-07-25,La Web y el Instagram no son de estudios de pilates. ¿Existe? Revisar.,
Pilates Villa Crespo,"Batalla del Pari 484, C1414 DXB, Cdad. Autónoma de Buenos Aires",Villa Crespo,111563542098,,https://instagram.com/pilates.villacrespo?igshid=MzNlNGNkZWQ4Mg==,1484,,,,,,,,,"De lunes a viernes, 8:15 a. m.–1 p. m., 3–8 p. m. sábado, 10 a. m.–1 p. m.",,"Google maps, IG",27-07-25,,
Pilates Ki,"Av. Juan Bautista Justo 3450, C1416DJO Cdad. Autónoma de Buenos Aires",Villa Crespo,,,https://www.instagram.com/pilates.ki/?hl=es-la#,253,"4,6x5",,,Básico,,,"una semana atrás: Es el lugar perfecto para hacer pilates, las profes saben del cuidado del cuerpo y el espacio es hermoso!",,"lunes, martes y miércoles 8 a. m.–12 p. m., 5–9 p. m. jueves, 8 a. m.–12 p. m. viernes, 8–11 a. m., 5–9 p. m. sábado, 9 a. m.–1 p. m.",,"Google maps, IG",27-07-25,No tiene teléfono y el Instagram está desactualizado.,
Rizoma Pilates,"Gral. Manuel A. Rodríguez 1566, C1416 Cdad. Autónoma de Buenos Aires",Villa crespo,111564562976,,https://www.instagram.com/rizomapilates?igsh=MzJ2a2pzbm56dGx4,923,"4,7x20",,-,"Básico. Reformer, pelotas y mat malvas, studio con con patio.",,"Hace 4 meses: Excelentes las instructoras de pilates, pero el lugar le faltaba mantenimiento en las paredes y en algunas camas de reformer. Aumentaba el precio pero no veía esas mejoras. Hace 2 meses. Empecé pilates ahí. Excelente Eurídice. Lo recomiendo","Nuestra propuesta de trabajo consiste en flexibilizar, fortalecer y articular. Atender la postura, las tensiones, molestias y dolores. Siempre desde la consciencia corporal y haciendo presencia en lo que realizamos, con los cuidados necesarios y amorosidad hacia nuestros cuerpos.",,"De lunes a viernes , 8 a. m.–9 p. m. sábado, 9 a. m.–12 p. m.",-,"Google maps, IG",27-07-25,Profes bailarinas y coreógrafas.,
